@relation R_data_frame

@attribute COLORC {DOJI,DOWN,UP}
@attribute MTREND_130 {DOWN,UP}
@attribute MTREND_20 {DOWN,UP}
@attribute D numeric
@attribute TH numeric
@attribute TM numeric
@attribute TYPEWIN_5M string
@attribute WINCALL_5M numeric
@attribute TYPEWIN_15M string
@attribute WINCALL_15M numeric

@data
UP,DOWN,UP,4,15,45,WINPUT,0,WINPUT,0
UP,DOWN,UP,4,15,46,WINPUT,0,WINPUT,0
UP,DOWN,UP,4,15,47,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,15,48,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,15,49,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,15,50,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,15,51,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,15,52,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,15,53,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,15,54,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,15,55,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,15,56,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,15,57,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,15,58,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,15,59,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,16,0,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,16,1,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,16,2,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,16,3,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,16,4,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,16,5,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,16,6,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,16,7,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,16,8,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,16,9,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,16,10,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,16,11,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,16,12,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,16,13,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,16,14,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,16,15,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,16,16,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,16,17,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,16,18,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,16,19,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,16,20,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,4,16,21,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,4,16,22,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,16,23,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,16,24,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,16,25,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,16,26,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,16,27,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,4,16,28,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,16,29,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,16,30,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,16,31,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,16,32,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,16,33,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,16,34,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,16,35,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,16,36,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,16,37,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,16,38,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,4,16,39,WINCALL,1,WINPUT,0
UP,DOWN,UP,4,16,40,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,4,16,41,WINCALL,1,WINPUT,0
UP,DOWN,UP,4,16,42,WINCALL,1,WINPUT,0
UP,DOWN,UP,4,16,43,WINPUT,0,WINPUT,0
UP,DOWN,UP,4,16,44,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,16,45,WINPUT,0,WINPUT,0
UP,DOWN,UP,4,16,46,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,16,47,WINPUT,0,WINPUT,0
UP,DOWN,UP,4,16,48,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,16,49,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,16,50,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,16,51,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,4,16,52,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,16,53,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,16,54,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,16,55,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,16,56,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,16,57,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,16,58,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,16,59,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,17,0,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,17,1,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,17,2,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,17,3,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,17,4,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,17,5,TIE,0,WINCALL,1
UP,DOWN,UP,4,17,6,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,17,7,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,17,8,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,17,9,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,17,10,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,17,11,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,17,12,WINCALL,1,WINCALL,1
DOJI,DOWN,UP,4,17,13,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,17,14,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,17,15,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,17,16,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,17,17,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,17,18,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,17,19,WINCALL,1,WINCALL,1
UP,UP,UP,4,17,20,WINCALL,1,WINCALL,1
DOWN,UP,UP,4,17,21,WINCALL,1,WINCALL,1
UP,UP,UP,4,17,22,WINPUT,0,WINCALL,1
UP,UP,UP,4,17,23,WINPUT,0,WINCALL,1
UP,UP,UP,4,17,24,WINCALL,1,WINCALL,1
UP,UP,UP,4,17,25,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,17,26,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,17,27,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,17,28,WINCALL,1,WINCALL,1
UP,UP,UP,4,17,29,WINCALL,1,WINPUT,0
UP,UP,UP,4,17,30,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,17,31,WINPUT,0,WINPUT,0
DOJI,UP,UP,4,17,32,WINCALL,1,WINPUT,0
UP,UP,UP,4,17,33,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,17,34,WINCALL,1,TIE,0
UP,UP,UP,4,17,35,WINPUT,0,TIE,0
DOJI,UP,UP,4,17,36,WINCALL,1,WINPUT,0
UP,UP,UP,4,17,37,WINPUT,0,WINPUT,0
UP,UP,UP,4,17,38,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,17,39,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,17,40,WINPUT,0,WINPUT,0
UP,UP,DOWN,4,17,41,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,17,42,WINCALL,1,WINPUT,0
UP,UP,UP,4,17,43,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,17,44,WINCALL,1,TIE,0
DOWN,UP,DOWN,4,17,45,WINCALL,1,WINPUT,0
UP,UP,DOWN,4,17,46,WINPUT,0,WINPUT,0
UP,UP,DOWN,4,17,47,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,4,17,48,WINPUT,0,WINPUT,0
UP,UP,DOWN,4,17,49,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,17,50,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,4,17,51,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,17,52,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,17,53,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,17,54,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,17,55,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,17,56,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,17,57,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,17,58,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,17,59,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,18,0,TIE,0,TIE,0
DOWN,UP,UP,4,18,1,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,18,2,WINPUT,0,WINCALL,1
DOWN,UP,UP,4,18,3,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,18,4,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,4,18,5,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,18,6,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,18,7,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,18,8,WINPUT,0,WINCALL,1
DOWN,UP,UP,4,18,9,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,18,10,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,18,11,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,18,12,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,18,13,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,18,14,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,18,15,WINPUT,0,WINCALL,1
DOWN,UP,UP,4,18,16,WINCALL,1,WINCALL,1
DOWN,UP,UP,4,18,17,WINCALL,1,WINCALL,1
DOWN,UP,UP,4,18,18,WINCALL,1,WINCALL,1
DOWN,UP,UP,4,18,19,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,18,20,WINPUT,0,WINCALL,1
UP,UP,UP,4,18,21,WINCALL,1,WINCALL,1
UP,UP,UP,4,18,22,WINCALL,1,WINCALL,1
UP,UP,UP,4,18,23,WINCALL,1,WINCALL,1
DOWN,UP,UP,4,18,24,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,18,25,WINCALL,1,WINCALL,1
UP,UP,UP,4,18,26,WINPUT,0,WINCALL,1
UP,UP,UP,4,18,27,WINPUT,0,WINPUT,0
UP,UP,UP,4,18,28,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,18,29,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,18,30,WINCALL,1,WINPUT,0
UP,UP,UP,4,18,31,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,18,32,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,18,33,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,18,34,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,18,35,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,18,36,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,18,37,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,18,38,WINCALL,1,WINPUT,0
UP,UP,DOWN,4,18,39,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,18,40,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,18,41,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,18,42,WINPUT,0,WINPUT,0
DOJI,UP,DOWN,4,18,43,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,4,18,44,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,4,18,45,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,4,18,46,TIE,0,WINPUT,0
UP,DOWN,DOWN,4,18,47,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,4,18,48,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,18,49,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,18,50,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,18,51,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,4,18,52,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,18,53,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,18,54,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,18,55,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,18,56,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,18,57,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,18,58,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,18,59,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,19,0,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,19,1,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,19,2,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,19,3,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,19,4,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,19,5,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,19,6,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,19,7,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,19,8,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,19,9,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,19,10,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,19,11,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,19,12,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,19,13,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,19,14,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,4,19,15,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,19,16,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,19,17,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,4,19,18,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,19,19,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,19,20,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,4,19,21,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,19,22,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,19,23,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,19,24,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,4,19,25,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,19,26,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,19,27,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,19,28,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,19,29,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,19,30,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,19,31,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,19,32,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,19,33,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,19,34,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,19,35,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,19,36,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,19,37,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,4,19,38,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,19,39,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,19,40,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,19,41,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,19,42,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,19,43,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,19,44,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,19,45,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,19,46,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,19,47,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,4,19,48,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,19,49,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,19,50,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,19,51,WINCALL,1,WINPUT,0
UP,DOWN,UP,4,19,52,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,19,53,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,19,54,WINPUT,0,WINPUT,0
UP,DOWN,UP,4,19,55,WINPUT,0,WINPUT,0
UP,DOWN,UP,4,19,56,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,19,57,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,19,58,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,19,59,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,20,0,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,20,1,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,4,20,2,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,4,20,3,WINPUT,0,WINCALL,1
DOJI,DOWN,DOWN,4,20,4,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,20,5,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,20,6,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,20,7,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,20,8,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,20,9,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,20,10,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,4,20,11,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,20,12,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,20,13,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,20,14,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,20,15,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,20,16,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,20,17,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,20,18,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,4,20,19,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,4,20,20,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,20,21,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,20,22,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,20,23,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,4,20,24,WINCALL,1,WINPUT,0
UP,DOWN,UP,4,20,25,WINPUT,0,WINPUT,0
DOJI,DOWN,UP,4,20,26,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,20,27,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,20,28,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,4,20,29,WINPUT,0,WINPUT,0
UP,DOWN,UP,4,20,30,WINPUT,0,WINPUT,0
DOJI,DOWN,UP,4,20,31,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,20,32,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,20,33,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,20,34,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,20,35,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,20,36,TIE,0,WINCALL,1
UP,DOWN,DOWN,4,20,37,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,20,38,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,20,39,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,20,40,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,20,41,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,20,42,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,20,43,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,20,44,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,20,45,TIE,0,WINCALL,1
UP,DOWN,UP,4,20,46,WINPUT,0,WINCALL,1
UP,DOWN,UP,4,20,47,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,20,48,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,20,49,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,20,50,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,20,51,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,20,52,WINPUT,0,WINCALL,1
UP,DOWN,UP,4,20,53,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,20,54,WINPUT,0,WINCALL,1
UP,DOWN,UP,4,20,55,WINPUT,0,WINCALL,1
UP,DOWN,UP,4,20,56,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,20,57,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,20,58,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,20,59,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,21,0,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,21,1,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,21,2,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,21,3,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,21,4,WINPUT,0,WINCALL,1
DOWN,UP,UP,4,21,5,WINCALL,1,WINCALL,1
DOJI,DOWN,UP,4,21,6,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,21,7,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,21,8,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,4,21,9,WINCALL,1,WINCALL,1
DOJI,DOWN,UP,4,21,10,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,21,11,WINCALL,1,WINCALL,1
DOJI,UP,UP,4,21,12,WINCALL,1,WINCALL,1
UP,UP,UP,4,21,13,WINCALL,1,WINCALL,1
UP,UP,UP,4,21,14,WINCALL,1,WINPUT,0
UP,UP,UP,4,21,15,WINCALL,1,WINPUT,0
DOJI,UP,UP,4,21,16,WINCALL,1,WINPUT,0
UP,UP,UP,4,21,17,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,21,18,WINPUT,0,WINPUT,0
UP,UP,UP,4,21,19,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,21,20,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,21,21,WINCALL,1,WINPUT,0
UP,UP,UP,4,21,22,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,21,23,WINPUT,0,WINPUT,0
UP,UP,UP,4,21,24,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,21,25,WINPUT,0,WINPUT,0
UP,UP,UP,4,21,26,WINPUT,0,WINPUT,0
UP,UP,UP,4,21,27,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,21,28,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,21,29,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,4,21,30,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,4,21,31,WINPUT,0,TIE,0
DOWN,DOWN,DOWN,4,21,32,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,4,21,33,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,21,34,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,21,35,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,21,36,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,21,37,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,4,21,38,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,21,39,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,4,21,40,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,21,41,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,21,42,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,21,43,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,21,44,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,21,45,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,4,21,46,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,21,47,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,21,48,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,21,49,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,21,50,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,21,51,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,4,21,52,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,4,21,53,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,4,21,54,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,21,55,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,4,21,56,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,21,57,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,21,58,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,21,59,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,22,0,WINCALL,1,WINPUT,0
UP,DOWN,UP,4,22,1,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,22,2,WINCALL,1,WINCALL,1
UP,DOWN,UP,4,22,3,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,22,4,WINPUT,0,WINCALL,1
DOWN,UP,UP,4,22,5,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,22,6,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,22,7,WINCALL,1,WINPUT,0
UP,DOWN,UP,4,22,8,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,22,9,WINPUT,0,WINPUT,0
UP,UP,UP,4,22,10,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,22,11,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,22,12,WINPUT,0,WINPUT,0
UP,UP,UP,4,22,13,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,22,14,WINCALL,1,WINPUT,0
DOWN,UP,UP,4,22,15,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,4,22,16,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,22,17,WINPUT,0,WINPUT,0
UP,DOWN,UP,4,22,18,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,22,19,WINPUT,0,WINPUT,0
DOWN,UP,UP,4,22,20,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,4,22,21,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,4,22,22,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,4,22,23,WINPUT,0,WINPUT,0
